19,"A brass chamber candlestick with a raised lip, ribbed column and square base."
20,A miniature brass liqueur cup with a trumpet shaped bowl and a baluster stem on a stepped foot.
21,"A round brass bougie box with a lid. The bougie box has a looped handle, a metal finial on the lid, is decorated with horizontal stripes of brass, and the handle and lid has a relief decoration of figures. The bottom of the box is engraved with ""THE ROYAL PERFECTED BOUGIE BOX."""
22,"A brass chestnut roaster with a flat handle with a pierced end and a flat round roasting case with a lid on a metal hinge. The lid and case are both pierced with holes, with those on the lid in the shape of a flower."
23,A black and white photographic print of Margaret MacDonald Mackintosh. The print is mounted in a black wooden frame.
24,A black and white photographic print of Mr Blackie in the Hill House garden. The print is mounted in a black wooden frame with a pedestal.
25,A white painted pine fireplace with steel grate. The mosaic surround has five ovals of pink and white coloured glass and mirrored glass as well as strips of burnished steel with cut out oval decoration at either side of the grate from which the fire irons hang.
26,An ebonised wood easy armchair with mother-of-pearl square inlay and beige chenille upholstery. Padded back with padded scrolled armrests and upholstered seat. The chair has square twin end supports and two front legs were later added.
27,An ebonised wood easy armchair with mother-of-pearl square inlay and beige chenille upholstery. Padded back with padded scrolled armrests and upholstered seat. The chair has square twin end supports and two front legs were later added.
28,"A white painted pine window table with coloured glass inserts, two tapering legs, two shelves, a top apron with square inserts and one square drawer with a metal handle. The table is fitted to the wall beneath a window."
29,A pair of ebonised oak armchairs.
30,One of a set of two armchairs. An ebonised oak armchair with rectangular tapering padded back and upholestered seat. The seat is upholestered with a cream chenille. The chair is flanked by armrests. The chair has turned supports joined by twin turned front stretchers and the sides have four turned stretchers.
31,One of a set of two armchairs. An ebonised oak armchair with rectangular tapering padded back and upholestered seat. The seat is upholestered with a cream chenille. The chair is flanked by armrests. The chair has turned supports joined by twin turned front stretchers and the sides have four turned stretchers.
32,A white painted wooden window seat. The seat has a rectangular padded back above cushioned seats and rests on square supports flanked on either side by rectangular columns. The rectangular columns are headed by stylised flowerheads each carved with four rectangular medallions. The sides of the seat are fitted with three open book divisions. The seat is upholersted with straw coloured hessian and decorated with a pink rose stencil. The whole is reconstructed based on the original.
33,A seat cover for the window seat in the Hill House Drawing Room. The seat cover has a brown hessian backing with a stencilled cube border running around three edges and on the main body there is a stencilled stylised rose and leaf motif in pink and green.
34,A standard lamp made from sycamore and fruitwood which was designed by Charles Rennie Mackintosh and made by John Craig. The lamp has a rectangular top enclosing a silvered reservoir and is inlaid with rectangular panels of mother-of-pearl. The lamp is supported by four square columns which are joined by stretchers repeating the motif.
35,A copy of the original lamp shade for the Hill House Drawing Room. White cotton with pink roses and green leaves with a black ribbon to form a trellis. Brass beads are sewn in to the decoration.
36,A wooden piano stool with two side hand rails and four square tapering supports. The seat is square and covered with red cotton upholstery. The seat is a lid with storage space underneath.
37,"An ebonised wood grand piano with a boudoir top and ivory and ebony keys, with four square tapering supports and brass caps and castors."
38,One of a set. A key for the cabinet door made of beaten metal with a stirrup shaped handle.
39,"A centre table made from ebonised wood and inlaid with mother-of-pearl. The table has a rectangular top inlaid with four mother-of-pearl rectangles, four square supports inlaid with mother-of-pearl rectangles and is fitted with four shelves."
40,A polished steel poker with a square handle and a pointed tip.
41,A pair of polished steel tongs with looped oval handles and flat round ends.
42,A polished steel fender with squared edges.
43,One of a set of five wall light fittings. The fitting is a cuboid and made of silvered metal and leaded glass. The light is fitted with an opaque glass panel and decorated with a typical stylised rose decoration in pink and green.
44,One of a set of five wall light fittings. The fitting is a cuboid and made of silvered metal and leaded glass. The light is fitted with an opaque glass panel and decorated with a typical stylised rose decoration in pink and green.
45,One of a set of five wall light fittings. The fitting is a cuboid and made of silvered metal and leaded glass. The light is fitted with an opaque glass panel and decorated with a typical stylised rose decoration in pink and green.
46,One of a set of five wall light fittings. The fitting is a cuboid and made of silvered metal and leaded glass. The light is fitted with an opaque glass panel and decorated with a typical stylised rose decoration in pink and green.
47,One of a set of five wall light fittings. The fitting is a cuboid and made of silvered metal and leaded glass. The light is fitted with an opaque glass panel and decorated with a typical stylised rose decoration in pink and green.
48,One of a set of two candlesticks. The candlestick is made from ebonised wood with a bowed and molded rectangular base. On top of the candlestick rests a silver circular bowl supported by four square tapering legs.
49,One of a set of two candlesticks. The candlestick is made from ebonised wood with a bowed and molded rectangular base. On top of the candlestick rests a silver circular bowl supported by four square tapering legs.
50,A reproduction beige wool carpet with pink and fawn squares.
51,A set of four curtains made of cream cotton with black piping borders. The curtains are machine stitched with cream cotton thread.
52,One of a set of four curtains made of cream cotton with black piping. The curtains are machine stitched with cream cotton thread.
53,One of a set of four curtains made of cream cotton with black piping. The curtains are machine stitched with cream cotton thread.
54,One of a set of four curtains made of cream cotton with black piping. The curtains are machine stitched with cream cotton thread.
55,One of a set of four curtains made of cream cotton with black piping. The curtains are machine stitched with cream cotton thread.
56,An ebonised pine towel rail. Rectangular top with pierced frieze and similarly decorated tapering trestle sides joined by a shelf supporting 2 tapering uprights which is joined by a moulded cross stretcher. Made by John Craig. Part of the original set of fittings for the cloakroom at the Hill House.
57,Mahogany dining table. Rounded rectangular top with two extending D shapes on either end on ring turned baluster stems and splayed quadripartite support.
58,A fireplace of stained dark pine surround inlaid with purple glass tiles. On the wall above the firegrate are 10 sets of four purple glass square tiles. The firegrate is composed of two rectangular metal panels with 2 shelves each at the top and bottom and 3 oval cut out holes on the top part.
59,A longcase clock and a set of two keys.
60,"A mahogany longcase clock. The clock has a broken pediment above an arched glazed door enclosing a brass dial with silvered chapter ring and subsidiary seconds dial with date aperture inscribed in the arch. The case is fitted with a rectangular trunk door with shaped apron on bracket feet. Above the face of the clock is a round brass plaque engaved ""Alex Mitchel Gorbals."" The clock face is metal with black dials and sits on a gilded relief decoration of botanics and marine life. On top of the case there is a scrolled carved wood decoration with an urn in the centre."
61,"A key for the longcase clock. The key is brass and has a circular handle with a tip, a flat straight body and cylindrical end with a square hole pierced. This could possibly be the key to wind the longcase clock."
62,A key for the longcase clock. The key is made of white metal and has an oval handle with a cylindrical body.
63,Mahogany gateleg table with satinwood crossbanded and boxwood inlaid in the form of a scrolling acanthus. Rectangular twin flap top on square supports and block toes.
64,An elm armchair with a yoked toprail above a pierced vase-shaped splat and a drop-in seat flanked by scrolled armrests. The chair has square supports joined by square stretchers. The seat is covered with red leather.
65,"A side chair in stained mahogany, with serpentine back and vase splat. The chair has cabriole legs and a seat upholstered in cut velvet stripes."
66,"A side chair in stained mahogany, with serpentine back and vase splat. The chair has cabriole legs and a seat upholstered in cut velvet stripes."
67,"Walnut side table with a rounded rectangular dished top above a shaped frieze, on cabriole supports and pad feet."
68,"Mahogany sideboard with 3 shallow drawers in the shaped bow front flanked by a deep drawer on either side, on tapering square legs. Additional stepped level on top in the same style but without drawers."
69,A round Sheffield silver plate waiter tray which is engraved in the centre with an armorial crest and an illegible inscription. The tray rests on 3 feet.
70,One of a set of four wall sconces. Brass rectangular light with two sections of metal bars fitted with opaque glass panels on the bottom half. Attached to a wooden tear shaped board.
71,One of a set of four wall sconces. Brass rectangular light with two sections of metal bars fitted with opaque glass panels on the bottom half. Attached to a wooden tear shaped board.
72,One of a set of four wall sconces. Brass rectangular light with two sections of metal bars fitted with opaque glass panels on the bottom half. Attached to a wooden tear shaped board.
73,One of a set of four wall sconces. Brass rectangular light with two sections of metal bars fitted with opaque glass panels on the bottom half. Attached to a wooden tear shaped board.
74,One of a set of five silver plated candlesticks. The candlestick is of Adams style with an oval base with fluted tapering stem and supporting ribbed oval candle sconce. Under the base there is green velvet layer.
75,One of a set of five silver plated candlesticks. The candlestick is of Adams style with an oval base with fluted tapering stem and supporting ribbed oval candle sconce. Under the base there is green velvet layer.
76,One of a set of five silver plated candlesticks. The candlestick is of Adams style with an oval base with fluted tapering stem and supporting ribbed oval candle sconce. Under the base there is green velvet layer
77,One of a set of five silver plated candlesticks. The candlestick is of Adams style with an oval base with fluted tapering stem and supporting ribbed oval candle sconce. Under the base there is green velvet layer.
78,One of a set of five silver plated candlesticks. The candlestick is of Adams style with an oval base with fluted tapering stem and supporting ribbed oval candle sconce. Under the base there is green velvet layer
79,"A round silver punch bowl with brimmed lip, an embossed leaf motif and tiered foot. The bowl is engraved with ""Presented to Brother Mason James Honeyman Henderson, 3rd Seaforth Highlander 18th of December 1900"" and makers mark ""Spink & Son. London."""
80,"Electro-plated plate warmer. Rectangular metal body with side handles with round wooden grips on four paw feet. Electric plug attached. Metal plaque on bottom reads: ""Volts Watts 230/250 400 Trademark 612"" which is screwed on the body with two screws."
81,Ceramic jug with copper lustre glaze decorated with a scene of a dancing couple with floral motifs and blue details. The handle is curved with floral motifs and blue detail. The jug has a raised lip with spout and a raised foot. The interior of the jug is white.
82,Ceramic jug with copper lustre glaze decorated with a scene depicting a dancing couple with floral motifs and blue details. The handle is curved with floral motifs and blue detail. The jug has a raised lip with spout and a raised foot. The interior of the jug is white.
83,"A round ceramic fruit stand with a fluted foot. The foot is decorated with a gold band around the edge and a pink, blue and gold pattern and a gold leaf decoration on the body of the foot. The plate has a gold rim and a gold, pink and blue decoration around the edge and there is a hand painted floral decoration in purple, red, white and green in the middle. On the bottom is the maker's mark: a circle with ""WWWW C 51"" on the inside with a crown on top and the number ""74"" in plum."
84,"A round ceramic fruit stand with a fluted foot. The foot is decorated with a gold band around the edge and a pink, blue and gold pattern and a gold leaf decoration on the body of the foot. The plate has a gold rim and a gold, pink and blue decoration around the edge and there is a hand painted floral decoration in purple, red, white and green in the middle. On the bottom is the maker's mark: a circle with ""WWWW C 51"" on the inside with a crown on top and the number ""74"" in plum."
85,"A round ceramic fruit stand with a fluted foot. The foot is decorated with a gold band around the edge and a pink, blue and gold pattern and a gold leaf decoration on the body of the foot. The plate has a gold rim and a gold, pink and blue decoration around the edge and there is a hand painted floral decoration in purple, red, white and green in the middle. On the bottom is the maker's mark: a circle with ""WWWW C 51"" on the inside with a crown on top and the number ""74"" in plum."
86,"A round ceramic fruit stand with a fluted foot. The foot is decorated with a gold band around the edge and a pink, blue and gold pattern and a gold leaf decoration on the body of the foot. The plate has a gold rim and a gold, pink and blue decoration around the edge and there is a hand painted floral decoration in purple, red, white and green in the middle. On the bottom is the maker's mark: a circle with ""WWWW C 51"" on the inside with a crown on top and the number ""74"" in plum."
87,"A round ceramic fruit stand with a fluted foot. The foot is decorated with a gold band around the edge and a pink, blue and gold pattern and a gold leaf decoration on the body of the foot. The plate has a gold rim and a gold, pink and blue decoration around the edge and there is a hand painted floral decoration in purple, red, white and green in the middle. On the bottom is the maker's mark: a circle with ""WWWW C 51"" on the inside with a crown on top and the number ""74"" in plum."
88,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverese is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum."
89,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverese is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum."
90,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverese is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum."
91,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverese is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum."
92,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverese is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum."
93,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverse is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum."
94,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverse is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum."
95,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverse is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum."
96,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverse is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum."
97,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverse is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum."
98,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverse is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum."
99,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverese is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum."
100,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.
101,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.
102,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.
103,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.
104,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.
105,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.
106,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.
107,"A wrought iron pendant ceiling light with leaded glass in various shades of pink, which hangs from the ceiling on a circular chain. The top is fitted with leaded glazed sides and stylised geometric motif."
108,"A three quarter length portrait of Walter Blackie who is seated in a blue upholstered chair, wearing a grey suit and holding a pipe. The portrait is signed and dated by Hilary Strain 1928. Oil on canvas and framed in a plain black wooden frame."
109,One of a set of two original curtains from the library. Cream cotton with satinised black silk edging and machine stitched. Brass rings are still attached.
110,One of a set of two original curtains from the library. Cream cotton with satinised black silk edging and machine stitched. Brass rings are still attached.
111,A miniature chair of Charles Rennie Mackintosh design. The chair is made of wood which is painted black and has an upholestered seat cushion with a wooden base in cream cotton with line and dot pattern. The chair is of a semi-circular shape with a raised lattice back support which follows the curve of the semi circle.  The seat has a lid with storage space underneath.
112,A miniature side chair made from wood and painted black. The seat is of yellow cotton. The back of the chair has four verticle slats with an oval panel at the top.
113,A brown corduroy seat cover in wool velvet for the Drawing Room fireplace seats. Triangle shaped. Purple wool lining. Hand stitched.
114,A brown corduroy seat cover in wool velvet for the Drawing Room fireplace seats. Triangle shaped. Purple wool lining. Hand stitched.
115,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Illegible laundry number handwritten in blue ink in one corner. Hand sewn '1957' in another corner.
116,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Illegible laundry number handwritten in blue ink in one corner. Hand sewn '1957' in another corner.
117,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Illegible laundry number handwritten in blue ink in one corner. Hand sewn '1957' in another corner.
118,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.
119,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.
120,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.
121,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.
122,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.
123,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.
124,"A heavy cream cotton pencil skirt inspired by Charles Rennie Mackintosh. In the middle of the front is the Mackintosh rose in pink cotton, flanked on either side by the ladies depicted in the panels at either side of the bed in the White Bedroom in orange. On the left side there is an invisible cream plastic zip. The skirt is lined with beige synthetic material. A label sewn into the waist reads: 'Hand Made by the WSC Team, National Trust for Scotland'. The skirt is machine stitched in black thread."
125,A cream cotton blouse inspired by Charles Rennie Mackintosh The blouse is plain except for a black satin ladder type design around the sleeves and collar. Square neckline with additional black satin straps next to the shoulders. The ladder motif is possibly inspired by the chairs in the White Bedroom.
126,"A cream cotton hat inspired by Charles Rennie Mackintosh and made to match the blouse. A boat-shaped cap, similar to Glengarry design, with black satin border at the bottom and the ladder design at the top. The ladder motif is possibly inspired by the chairs in the White Bedroom."
127,"One of a set of four antimacassar replicas made in 1984. Two rectangles with rounded edges held together by two straps. The antimacassar has a cotton black ground with black cotton polka dots, green and purple interwoven ribbons and a central motif of pink silk with blue ribbons and black velvet dots. Pink cotton backing fabric."
128,"One of a set of four antimacassar replicas made in 1984. Two rectangles with rounded edges held together by two straps. The antimacassar has a cotton black ground with black cotton polka dots, green and purple interwoven ribbons and a central motif of pink silk with blue ribbons and black velvet dots. Pink cotton backing fabric."
129,"One of a set of four antimacassar replicas made in 1984. Two rectangles with rounded edges held together by two straps. The antimacassar has a cotton black ground with black cotton polka dots, green and purple interwoven ribbons and a central motif of pink silk with blue ribbons and black velvet dots. Pink cotton backing fabric."
130,"One of a set of four antimacassar replicas made in 1984. Two rectangles with rounded edges held together by two straps. The antimacassar has a cotton black ground with black cotton polka dots, green and purple interwoven ribbons and a central motif of pink silk with blue ribbons and black velvet dots. Pink cotton backing fabric."
131,A light fitting made of silvered copper in an oval shape with squared edges. On the squared edges there are three mother of pearl squares. The fitting is hung by four chains attached by metal loops. It is based on that in Mackintosh's former home in Main Street Glasgow.
132,A garden bench in ebonised wood with a wave shaped back and a solid seat with shaped apron on square supports joined by square stretchers.
133,A dark stained wood fireplace with wrought iron surround pierced by seven oval cut outs with white glass inserts. It has three bays above a shelf which cuts across the side supports with a concave shelf below.
134,A set of two hall chairs made of varnished wood with rush seats.
135,One of a set of two hall chairs. The chair is made from varnished wood and has a rectangular trelliswork back above a rushwork seat flanked by two downswept armrests. The chair has a lozenge filled chair rail on turned baluster supports joined by square stretchers.
136,One of a set of two hall chairs. The chair is made from varnished wood and has a rectangular trelliswork back above a rushwork seat flanked by two downswept armrests. The chair has a lozenge filled chair rail on turned baluster supports joined by square stretchers.
137,A beaten copper wall sconce in an oak frame with green glass cabochons and a brass and metal decoration in the form of a peacock. The wall sconce has two candle fittings which are now electric.
138,One of a group of four carpets. A wool carpet made in a Mackintosh style with a beige ground and blue squares in the corners and a line pattern.
139,One of a group of four. A wool carpet made in a Mackintosh style with a beige ground and blue squares in the corners and a line pattern.
140,One of a group of four. A wool carpet made in a Mackintosh style with a beige ground and blue squares in the corners and a line pattern.
141,"A varnished oak oval table. Shaped oval top above a frieze drawer with a round wooden finial, and tapering supports pierced with lozenges, joined by moulded double barred cross stretchers."
142,A set of a hall clock and wind key.
143,"A dark stained pine hall clock which is fitted to the wall. The clock has a square metal face which has been painted white, black Roman numerals and three metal brass hands. The case is dark stained pine and has no front panel. The two side panels taper to the wall and there is no plinth. The clock has two brass cylindrical weights and a brass pendulum with a round end."
144,A brass wind key for the hall clock. Circular handle and a flat body with a cylindrical section with a square hole.
145,One of a set of three hanging lights. The light is brass with rectangular pink and purple glass panels.
146,One of a set of three hanging lights. The light is brass with rectangular pink and purple glass panels.
147,One of a set of three hanging lights. The light is brass with rectangular pink and purple glass panels. This is a reproduction.
148,"For the Drawing Room of the Hill House, an ebonised oak frame armchair with tapering padded back and upholstered feet, flanked by scrolled armrests, on turned tapering supports joined by turned twin stretchers, sides and back with turned quadruple stretchers."
149,"brass, circ frame with vertical bars, electric COPY"
150,"A ceramic bowl with a stepped foot. The bowl is decorated with a pink floral pattern around the foot, body and inside the rim."
151,"An oval wool rug with a dark plum field woven with a central pink, brown and red rectangular medallion and a plain oval border with wine stepped stripes."
152,"One of a set of three prints. A framed print by Charles Rennie MacKintosh of the facade of the Hill House. There is handwritten German text which reads: ""Haus Eines Kunst-Freundes. Verlags-Anstalt: Alexande Kich-Darmstadt-Tafel VIII"" and number ""8."" The frame is black plastic with glass."
153,"One of a set of three prints. A framed print by Charles Rennie MacKintosh of an elevation of cabinets and cupboards. There is handwritten German text which reads: ""Haus Eines Kunst-Freundes. Verlags-Anstalt: Alexande Kich-Darmstadt-Tafel XIII"" and number ""13."" The frame is black plastic with glass."
154,"One of a set of three prints. A framed print by Charles Rennie MacKintosh of an elevation of cabinets and cupboards. There is handwritten German text which reads: ""Haus Eines Kunst-Freundes. Verlags-Anstalt: Alexande Kich-Darmstadt-Tafel XII"" and number ""12."" The frame is black plastic with glass."
155,"An antimacassar consisting of two rectangles with rounded edges held together by two straps. Black cotton ground with black polka dots, green and purple interwoven ribbons and a central motif on purple silk with embroidery with blue ribbon and black velvet dots. The antimacassar are framed in a glazed wooden frame."
156,"An electric copper kettle that rests on three metal feet with wooden ends. The kettle has a metal handle with wooden grip, and a round lid with wood and metal finial. There is a metal electric plug attached to the bottom. The kettle is embossed with ""Patent No 447987."""
157,"An electric copper kettle that rests on three copper feet with plastic ends. The kettle has a copper handle with a plastic grip, a round lid with a plastic finial and embossed triangular decoration. The kettle has a metal plug attached to the back and the makers' mark embossed on the bottom: ""BULLPITT & SONS BIRMINGHAM; Wolts 240/500 Watts 1500 Pat. No. 447987; Swan brand and patent pending; Made in England."""
158,"A mahogany single bed frame with a rectangular panelled headboard inlaid with 3 oval purple ceramic tiles, flanked by spirally turned demi columns. The panelled base has been similarly applied. It was made by John Craig and was bought by the family for £7 10/- in January 1904."
159,"An oval silver plated hair brush with beige coloured bristles, possibly horse hair. The top has an inverted curve with a ribbed effect engraving all over the top. Engraved in the middle are two stylised initials: 'W. F.' which are intertwined. A hallmark on the side of the brush is quite faded but there is a 'Y', 'a standing lion with one paw forward' and an anchor."
160,"An oval silver plated hair brush with beige bristles, possibly horse hair. The top has an inverted curve with a ribbed effect engraving all over the top. Engraved in the middle are two stylised initials: 'W. F.' which are intertwined. A hallmark on the side of the brush is quite faded but there is a 'Y', 'a standing lion with one paw forward' and an anchor."
161,"Oval silver plated hair brush with a flat rim around the edge, inverted curve in the centre, beige coloured fibres (probably horse hair) and illegible hall marks around the edge."
162,"A circular painted tin collar box with a d-ring pull on top. Painted in maroon with ""Collars"" painted in gold on the lid"
163,"One of a set of two. An electro-plated jug, part of a set of basin and jug from the early 20th century. Plain, tall and slightly tapered. The handle is split in two and connected along the two top sides with four rivets on each side. The handle is then held together with three rivets."
164,A light brown leather circular collar box with a leather handle on the top. White metal buckle fastening and light coloured cotton stitching.
165,"A long thin wooden hair brush with beige bristles, possibly horse hair. The handle was originally painted black but much of the paint has come away. Slight inverted curve on the top and at the sides."
166,"A long wooden brush with black bristles, possibly a hat brush. The whole brush has a slight inverted curve. Along the top of the brush is written: 'W. Thomson, Hatter & Glover, Lothian Road, Edinburgh.'"
167,"A long thin wooden brush with beige bristles, possibly horse hair. The handle was originally painted black but much of the paint has come away. Slight inverted curve on the top and at the sides. One end has a small white metal finial."
168,"A rug made of woven wool with a dark purple field and three panels of pink, brown and red lozenges. Part of a set designed for different areas of the Hill House."
169,"A cream bedspread with linen central embroidered panel and cream heavy cotton weave surround which is of a later date. The central panel has Mackintosh inspired design with pink roses and green leaves and was embroidered by Miss Jane Younger, Mrs Blackie's sister. It was made into a bedspread by the sewing ladies of the National Trust for Scotland. It was repaired and restored in 1990."
170,"A fire surround with steel back inset, purple glass squares with floral motifs and a fitted white painted surround with two shelves built in."
171,A white painted oak couch fitted to the corner of the White Bedroom. It has a rectangular padded back and sides covered in beige geometrically worked upholstery which is based on a design by Margaret Macdonald Mackintosh.
172,"A white painted wardrobe, one of a pair. A moulded projecting cornice sits above a pair of panelled cupboard doors inlaid with opaque and pink glass panels, within panels of stylised flowerheads. The doors are fitted with chrome drop handles, on a plinth bases."
173,"Side chair, one of pair, ebonised, with rectangular trellis filled back above horizontal splats, tapering rectangular seat on turned baluster supports joined by a turned front stretcher, sides with twin turned stretchers"
174,"Side chair, one of pair, ebonised, with rectangular trellis filled back above horizontal splats, tapering rectangular seat on turned baluster supports joined by a turned front stretcher, sides with twin turned stretchers."
175,A white painted oak cheval mirror. The rectangular pierced top sits above five turned baluster stems. It is frieze fitted with six small mirror slips above a rectangular mirror plate supported by rounded tapering columns and fitted with oval shelves supported by pierced tapering columns. It sits on a rectangular plinth. Part of the original white bedroom furnishings designed by Mackintosh for the Hill House.
176,White painted oak dressing table with a rectangular top above an open shelf and four long graduated drawers above four short drawers which have drop chrome handles. It sits on square supports and the sides have three pierced rectangular panels. Part of the original set of furnishings designed by Mackintosh for the white bedroom.
177,One of a pair of rectangular white painted oak bedside cupboards with leaded-glass panels as concave bays on either side of the headboard.
178,One of a pair of rectangular white painted oak bedside cupboards with leaded-glass panels as concave bays on either side of the headboard.
